image_path,filename,cluster_id
/Users/qingfengliu/Desktop/fashion-pic/CINOH_25-26aw_028.jpg,CINOH_25-26aw_028.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/CURRENTAGE_25-26aw_004.jpg,CURRENTAGE_25-26aw_004.jpg,2
/Users/qingfengliu/Desktop/fashion-pic/CURRENTAGE_25-26aw_005.jpg,CURRENTAGE_25-26aw_005.jpg,2
/Users/qingfengliu/Desktop/fashion-pic/CURRENTAGE_25-26aw_012.jpg,CURRENTAGE_25-26aw_012.jpg,2
/Users/qingfengliu/Desktop/fashion-pic/CURRENTAGE_25-26aw_022.jpg,CURRENTAGE_25-26aw_022.jpg,2
/Users/qingfengliu/Desktop/fashion-pic/CURRENTAGE_25-26aw_024.jpg,CURRENTAGE_25-26aw_024.jpg,2
/Users/qingfengliu/Desktop/fashion-pic/CURRENTAGE_25-26aw_029.jpg,CURRENTAGE_25-26aw_029.jpg,2
/Users/qingfengliu/Desktop/fashion-pic/CURRENTAGE_25-26aw_031.jpg,CURRENTAGE_25-26aw_031.jpg,2
/Users/qingfengliu/Desktop/fashion-pic/CURRENTAGE_25-26aw_033.jpg,CURRENTAGE_25-26aw_033.jpg,2
/Users/qingfengliu/Desktop/fashion-pic/CURRENTAGE_25-26aw_037.jpg,CURRENTAGE_25-26aw_037.jpg,15
/Users/qingfengliu/Desktop/fashion-pic/DESCENTEALLTERRAIN81_25aw-007.jpg,DESCENTEALLTERRAIN81_25aw-007.jpg,19
/Users/qingfengliu/Desktop/fashion-pic/DESCENTEALLTERRAIN81_25aw-014.jpg,DESCENTEALLTERRAIN81_25aw-014.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/DESCENTEALLTERRAIN81_25aw-022.jpg,DESCENTEALLTERRAIN81_25aw-022.jpg,19
/Users/qingfengliu/Desktop/fashion-pic/DESCENTEALLTERRAIN81_25aw-031.jpg,DESCENTEALLTERRAIN81_25aw-031.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/DESCENTEALLTERRAIN81_25aw-033.jpg,DESCENTEALLTERRAIN81_25aw-033.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/DESCENTEALLTERRAIN81_25aw-036.jpg,DESCENTEALLTERRAIN81_25aw-036.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/DESCENTEALLTERRAIN81_25aw-042.jpg,DESCENTEALLTERRAIN81_25aw-042.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/DESCENTEALLTERRAIN81_25aw-043.jpg,DESCENTEALLTERRAIN81_25aw-043.jpg,4
/Users/qingfengliu/Desktop/fashion-pic/ESSAY_25-26aw_002.jpg,ESSAY_25-26aw_002.jpg,4
/Users/qingfengliu/Desktop/fashion-pic/ESSAY_25-26aw_005.jpg,ESSAY_25-26aw_005.jpg,4
/Users/qingfengliu/Desktop/fashion-pic/ESSAY_25-26aw_007.jpg,ESSAY_25-26aw_007.jpg,4
/Users/qingfengliu/Desktop/fashion-pic/ESSAY_25-26aw_011.jpg,ESSAY_25-26aw_011.jpg,4
/Users/qingfengliu/Desktop/fashion-pic/ESSAY_25-26aw_013.jpg,ESSAY_25-26aw_013.jpg,4
/Users/qingfengliu/Desktop/fashion-pic/ESSAY_25-26aw_015.jpg,ESSAY_25-26aw_015.jpg,4
/Users/qingfengliu/Desktop/fashion-pic/ESSAY_25-26aw_018.jpg,ESSAY_25-26aw_018.jpg,4
/Users/qingfengliu/Desktop/fashion-pic/ESSAY_25-26aw_020.jpg,ESSAY_25-26aw_020.jpg,4
/Users/qingfengliu/Desktop/fashion-pic/ESSAY_25-26aw_023.jpg,ESSAY_25-26aw_023.jpg,4
/Users/qingfengliu/Desktop/fashion-pic/ESSAY_25-26aw_026.jpg,ESSAY_25-26aw_026.jpg,4
/Users/qingfengliu/Desktop/fashion-pic/ESSAY_25-26aw_030.jpg,ESSAY_25-26aw_030.jpg,4
/Users/qingfengliu/Desktop/fashion-pic/ESSAY_25-26aw_034.jpg,ESSAY_25-26aw_034.jpg,4
/Users/qingfengliu/Desktop/fashion-pic/ESSAY_25-26aw_039.jpg,ESSAY_25-26aw_039.jpg,4
/Users/qingfengliu/Desktop/fashion-pic/ESSAY_25-26aw_043.jpg,ESSAY_25-26aw_043.jpg,4
/Users/qingfengliu/Desktop/fashion-pic/ESSAY_25-26aw_045.jpg,ESSAY_25-26aw_045.jpg,4
/Users/qingfengliu/Desktop/fashion-pic/FDMTL_25-26aw_2_3__001.jpg,FDMTL_25-26aw_2_3__001.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/FDMTL_25-26aw_2_3__002.jpg,FDMTL_25-26aw_2_3__002.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/FDMTL_25-26aw_2_3__003.jpg,FDMTL_25-26aw_2_3__003.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/FDMTL_25-26aw_2_3__005.jpg,FDMTL_25-26aw_2_3__005.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/FDMTL_25-26aw_2_3__006.jpg,FDMTL_25-26aw_2_3__006.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/FDMTL_25-26aw_2_3__007.jpg,FDMTL_25-26aw_2_3__007.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/FDMTL_25-26aw_2_3__008.jpg,FDMTL_25-26aw_2_3__008.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/FDMTL_25-26aw_2_3__009.jpg,FDMTL_25-26aw_2_3__009.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/FDMTL_25-26aw_2_3__010.jpg,FDMTL_25-26aw_2_3__010.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/FDMTL_25-26aw_2_3__011.jpg,FDMTL_25-26aw_2_3__011.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/FDMTL_25-26aw_2_3__013.jpg,FDMTL_25-26aw_2_3__013.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/FDMTL_25-26aw_2_3__014.jpg,FDMTL_25-26aw_2_3__014.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/FDMTL_25-26aw_2_3__015.jpg,FDMTL_25-26aw_2_3__015.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/FDMTL_25-26aw_2_3__016.jpg,FDMTL_25-26aw_2_3__016.jpg,3
